dominio;documento;nome;uf;cidade;cep;data_cadastro;ultima_atualizacao;ticket
crbiopr.gov.br;007.863.214/0001-30;conselho regional de biologia da setima região;PR;Curitiba;80020-020;15/05/2009 16:23;21/03/2012 19:42;5558323
crbio06.gov.br;007.934.511/0001-20;Conselho Regional de Biologia 6ª Região;AM;Manaus;69065-130;26/01/2010 13:24;26/01/2010 13:24;6457619
anac.gov.br;007.947.821/0001-89;Agência Nacional de Aviação Civil - ANAC;DF;Brasília;70308-200;26/04/2006 20:30;22/01/2016 21:02;2762327
ceara.gov.br;007.954.480/0001-79;Secretaria da Administração;CE;Fortaleza;60130-240;21/08/1995 12:00;06/05/2014 19:30;0
crefono8.gov.br;008.077.490/0001-36;Conselho Regional de Fonoaudiologia 8a Regiao;CE;Fortaleza;60170-000;26/10/2011 10:28;28/10/2011 11:33;8918873
rn.gov.br;008.241.788/0001-30;Governo do Estado do Rio Grande do Norte;RN;Natal;59064-901;15/10/1996 11:00;13/02/2012 11:09;18916
coren-mt.gov.br;008.336.841/0001-86;CONSELHO REGIONAL DE ENFERMAGEM DE MATO GROSSO;MT;Cuiabá;78005-190;10/05/2002 15:55;05/01/2009 16:17;820407
rni.gov.br;008.469.280/0001-93;REDE NORTERIOGRANDESE DE INFORMATICA - RNI;RN;Natal;59072-970;29/08/1997 12:00;25/02/2003 21:40;54733
projud.gov.br;008.546.459/0001-05;TRIBUNAL DE JUSTIÇA DO ESTADO DO RN;RN;Natal;59025-300;15/04/2002 13:36;27/12/2012 11:25;788233
tjrn.gov.br;008.546.459/0001-05;TRIBUNAL DE JUSTIÇA DO ESTADO DO RN;RN;Natal;59025-300;09/04/1999 20:20;27/12/2012 11:24;147831
crmvrn.gov.br;008.693.822/0001-07;Conselho Regional de Medicina Veterinária do RN;RN;Natal;59030-050;16/06/2011 17:32;16/06/2011 17:32;8441671
biodiversidade.gov.br;008.829.974/0001-94;INSTITUTO CHICO MENDES DE CONS. DA BIODIVERSIDADE;DF;Brasília;70670-350;06/01/2011 18:04;19/04/2013 12:32;7708202
cemave.gov.br;008.829.974/0001-94;INSTITUTO CHICO MENDES DE CONS. DA BIODIVERSIDADE;DF;Brasília;70670-350;18/04/2013 18:37;19/04/2013 12:32;11330434
chicomendes.gov.br;008.829.974/0001-94;INSTITUTO CHICO MENDES DE CONS. DA BIODIVERSIDADE;DF;Brasília;70670-350;29/04/2011 14:47;19/04/2013 12:32;8208630
icmbio.gov.br;008.829.974/0001-94;INSTITUTO CHICO MENDES DE CONS. DA BIODIVERSIDADE;DF;Brasília;70670-350;29/08/2007 18:31;19/04/2013 12:32;3844230
institutochicomendes.gov.br;008.829.974/0001-94;INSTITUTO CHICO MENDES DE CONS. DA BIODIVERSIDADE;DF;Brasília;70670-350;29/04/2011 14:52;19/04/2013 12:32;8208640
pi.gov.br;008.839.135/0001-57;Agência de Tecnologia da Informação do Piauí ATI;PI;Teresina;64018-900;16/04/1997 12:00;10/06/2014 17:09;36663
portosempapel.gov.br;008.855.874/0001-32;SECRETARIA DE PORTOS DA PRESIDENCIA DA REPUBLICA;DF;Brasília;70714-900;18/06/2010 17:48;18/06/2010 17:48;6934554
agenciabrasil.gov.br;009.168.704/0001-42;EMPRESA BRASIL DE COMUNICACAO S.A. - EBC;DF;Brasília;70333-900;17/07/2000 13:15;01/04/2009 12:46;369745
avozdobrasil.gov.br;009.168.704/0001-42;EMPRESA BRASIL DE COMUNICACAO S.A. - EBC;DF;Brasília;70333-900;18/01/2016 13:07;18/01/2016 13:07;15079605
nbr.gov.br;009.168.704/0001-42;EMPRESA BRASIL DE COMUNICACAO S.A. - EBC;DF;Brasília;70333-900;26/02/2016 17:09;26/02/2016 17:09;15186857
portalbrasil.gov.br;009.168.704/0001-42;EMPRESA BRASIL DE COMUNICACAO S.A. - EBC;DF;Brasília;70333-900;17/07/2000 13:15;28/07/2011 21:31;370017
radiobras.gov.br;009.168.704/0001-42;EMPRESA BRASIL DE COMUNICACAO S.A. - EBC;DF;Brasília;70333-900;13/08/1996 12:00;23/05/2015 01:55;13827
voz.gov.br;009.168.704/0001-42;EMPRESA BRASIL DE COMUNICACAO S.A. - EBC;DF;Brasília;70333-900;18/01/2016 13:07;18/01/2016 13:07;15079583
vozdobrasil.gov.br;009.168.704/0001-42;EMPRESA BRASIL DE COMUNICACAO S.A. - EBC;DF;Brasília;70333-900;18/01/2016 13:07;18/01/2016 13:07;15079616
pb.gov.br;009.189.499/0001-00;Companhia de Processamento de Dados da Paraiba;PB;João Pessoa;58010-400;01/11/1996 12:00;22/12/2015 21:29;0
brasilpresente.gov.br;009.234.494/0001-43;Secretaria de Comunicação Social;DF;Brasília;70054-906;27/10/2009 20:30;22/09/2014 17:04;6132322
comunicacaosocial.gov.br;009.234.494/0001-43;Secretaria de Comunicação Social;DF;Brasília;70054-906;13/01/2010 14:04;12/05/2016 13:34;6425018
confecom.gov.br;009.234.494/0001-43;Secretaria de Comunicação Social;DF;Brasília;70054-906;23/10/2009 20:58;22/09/2014 17:05;6132259
convergenciademidias.gov.br;009.234.494/0001-43;Secretaria de Comunicação Social;DF;Brasília;70054-906;29/10/2010 19:16;22/09/2014 17:05;7498154
cop.gov.br;009.234.494/0001-43;Secretaria de Comunicação Social;DF;Brasília;70054-906;18/11/2009 17:03;22/09/2014 17:05;6275817
cop15.gov.br;009.234.494/0001-43;Secretaria de Comunicação Social;DF;Brasília;70054-906;18/11/2009 17:03;22/09/2014 17:05;6272565
cop15brasil.gov.br;009.234.494/0001-43;Secretaria de Comunicação Social;DF;Brasília;70054-906;19/11/2009 17:31;22/09/2014 17:06;6289632
cop15brazil.gov.br;009.234.494/0001-43;Secretaria de Comunicação Social;DF;Brasília;70054-906;19/11/2009 17:31;22/09/2014 17:06;6289641
emquestao.gov.br;009.234.494/0001-43;Secretaria de Comunicação Social;DF;Brasília;70054-906;30/09/2010 17:49;22/09/2014 17:06;7370703
fatoseboatos.gov.br;009.234.494/0001-43;Secretaria de Comunicação Social;DF;Brasília;70054-906;04/09/2015 16:52;04/09/2015 16:52;14633244
genero.gov.br;009.234.494/0001-43;Secretaria de Comunicação Social;DF;Brasília;70054-906;13/01/2010 14:04;22/09/2014 17:06;6426222
historiasdobrasil.gov.br;009.234.494/0001-43;Secretaria de Comunicação Social;DF;Brasília;70054-906;12/08/2015 17:17;12/08/2015 17:17;14509106
portalpadrao.gov.br;009.234.494/0001-43;Secretaria de Comunicação Social;DF;Brasília;70054-906;18/09/2014 11:26;10/05/2016 21:01;13338190
portalplanalto.gov.br;009.234.494/0001-43;Secretaria de Comunicação Social;DF;Brasília;70054-906;08/08/2011 10:45;22/09/2014 17:08;8638146
secom.gov.br;009.234.494/0001-43;Secretaria de Comunicação Social;DF;Brasília;70054-906;29/09/2009 12:54;11/05/2016 17:27;6041433
somostodosbrasil.gov.br;009.234.494/0001-43;Secretaria de Comunicação Social;DF;Brasília;70054-906;24/09/2015 17:04;24/09/2015 17:04;14689950
renapi.gov.br;009.266.912/0001-84;Instituto Federal de Brasília;DF;Brasília;70730-521;04/02/2011 13:38;08/07/2015 04:12;7805309
creci-pb.gov.br;009.292.194/0001-10;Conselho Regional de Corretores de Imóveis 21ª Reg;PB;João Pessoa;58013-120;01/10/2002 20:16;21/05/2016 02:21;978225
gsi.gov.br;009.399.736/0001-59;GABINETE DE SEGURANCA INSTITUCIONAL DA PRESIDENCIA;DF;Brasília;70150-900;10/05/2010 12:53;16/05/2016 19:59;6837292
creci-ce.gov.br;009.420.282/0001-50;Conselho Regional de Corretores de Imoveis do CE;CE;Fortaleza;60150-120;06/11/2001 19:51;15/11/2013 01:29;660888
etfc.gov.br;009.544.546/0001-88;ESCOLA TÉCNICA FEDERAL DE CANOAS;RS;Canoas;92412-240;18/06/2008 19:37;13/04/2016 16:11;4562786
crqxx.gov.br;009.558.631/0001-03;CONSELHO REGIONAL DE QUIMICA 20 REGIAO;MS;Campo Grande;79002-401;14/09/2010 19:57;19/02/2015 13:30;7307573
fundaj.gov.br;009.773.169/0001-59;FUNDACAO JOAQUIM NABUCO;PE;Recife;52071-440;30/06/1995 12:00;31/01/2015 19:04;0
casamilitar.gov.br;010.366.249/0001-79;SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;04/11/2015 18:09;04/11/2015 18:09;14879374
dialogabrasil.gov.br;010.366.249/0001-79;SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;03/08/2015 15:22;03/08/2015 15:22;14494864
governo.gov.br;010.366.249/0001-79;SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;17/02/2016 12:37;17/02/2016 12:37;15186843
participa.gov.br;010.366.249/0001-79;SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;16/10/2013 18:38;16/10/2013 18:38;12086744
participe.gov.br;010.366.249/0001-79;SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;16/10/2013 18:38;16/10/2013 18:38;12089290
participo.gov.br;010.366.249/0001-79;SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;16/10/2013 18:38;16/10/2013 18:38;12089314
secgeral.gov.br;010.366.249/0001-79;SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;13/01/2010 14:04;02/05/2016 14:57;6426174
secretaria-geral.gov.br;010.366.249/0001-79;SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;13/01/2010 14:19;02/05/2016 14:58;6426178
secretariadegoverno.gov.br;010.366.249/0001-79;SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;17/02/2016 12:37;17/02/2016 12:37;15186834
secretariageral.gov.br;010.366.249/0001-79;SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;13/01/2010 14:04;02/05/2016 14:56;6425828
segov.gov.br;010.366.249/0001-79;SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;17/02/2016 12:37;17/02/2016 12:37;15186838
sg.gov.br;010.366.249/0001-79;SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;13/01/2010 14:04;02/05/2016 14:55;6426184
sgov.gov.br;010.366.249/0001-79;SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;17/02/2016 12:37;17/02/2016 12:37;15186841
crtr17.gov.br;010.622.423/0001-05;Conselho Regional de Técnicos em Radiologia 17ª Rg;MA;São Luís;65015-460;04/05/2011 17:08;14/05/2012 16:47;8241651
crtr18.gov.br;010.765.721/0001-46;CONSELHO REG DOS TECN EM RADIOLOGIA 18 REGIAO;RO;Porto Velho;76820-179;29/03/2012 14:12;29/03/2012 14:12;9658942
ceitec.gov.br;010.770.641/0001-89;Centro Nacional de Tecnologia Eletronica Avancada;RS;Porto Alegre;91550-000;13/11/2013 16:08;13/11/2013 16:08;12219808
inovaif.gov.br;010.791.831/0001-82;Instituto Federal de Educação, Ciências e Tecnolog;DF;Brasília;70860-100;24/04/2015 13:29;24/04/2015 13:29;13997050
sudene.gov.br;010.890.804/0001-67;SUPERINTENDENCIA DO DESENVOLVIMENTO DO NORDESTE -;PE;Recife;50670-500;01/01/1996 12:00;24/11/2015 15:20;0
ibram.gov.br;010.898.596/0001-42;Instituto Brasileiro de Museus - IBRAM;DF;Brasília;70040-020;04/09/2009 14:20;18/01/2015 13:01;5963433
museulasarsegall.gov.br;010.898.596/0001-42;Instituto Brasileiro de Museus - IBRAM;DF;Brasília;70040-020;27/07/2010 19:37;03/09/2012 18:39;7113884
museus.gov.br;010.898.596/0001-42;Instituto Brasileiro de Museus - IBRAM;DF;Brasília;70040-020;19/10/2006 14:12;22/01/2015 17:50;3133715
museuvictormeirelles.gov.br;010.898.596/0001-42;Instituto Brasileiro de Museus - IBRAM;DF;Brasília;70040-020;19/08/2010 13:17;03/09/2012 18:38;7123957
inma.gov.br;010.898.596/0010-33;MUSEU DE BIOLOGIA PROFESSOR MELLO LEITAO;ES;Santa Teresa;29650-000;08/09/2014 14:57;26/02/2016 13:29;13289016
institutodamataatlantica.gov.br;010.898.596/0010-33;MUSEU DE BIOLOGIA PROFESSOR MELLO LEITAO;ES;Santa Teresa;29650-000;08/09/2014 14:57;26/02/2016 13:29;13289046
museudebiologiamelloleitao.gov.br;010.898.596/0010-33;MUSEU DE BIOLOGIA PROFESSOR MELLO LEITAO;ES;Santa Teresa;29650-000;06/09/2011 13:38;26/02/2016 13:30;8742984
creci-pe.gov.br;011.005.444/0001-36;CONSELHO REGIONAL DE CORRETORES DE IMOVEIS 7 REGIA;PE;Recife;50090-310;02/05/2008 18:23;09/03/2012 13:37;4380454
crecipe.gov.br;011.005.444/0001-36;CONSELHO REGIONAL DE CORRETORES DE IMOVEIS 7 REGIA;PE;Recife;50090-310;02/05/2008 18:08;29/02/2016 19:38;4380107
emprel.gov.br;011.006.269/0001-00;EMPREL - EMPRESA MUNICIPAL DE INFORMATICA;PE;Recife;50761-350;01/01/1996 12:00;06/11/2015 19:44;0
tjpe.gov.br;011.431.327/0001-34;TRIBUNAL DE JUSTICA DO ESTADO DE PERNAMBUCO;PE;Recife;50010-040;10/10/1997 11:00;06/02/2013 15:53;62308
cnmp.gov.br;011.439.520/0001-11;CONSELHO NACIONAL DO MINISTERIO PUBLICO;DF;Brasília;70070-600;14/07/2005 12:39;29/03/2015 22:07;2236197
dialogosfederativos.gov.br;011.475.658/0001-76;Subchefia de Assuntos Federativos;DF;Brasília;70150-900;08/01/2013 14:32;08/01/2013 14:32;10896318
relacoesinstitucionais.gov.br;011.475.667/0001-67;SECRETARIA DE RELACOES INSTITUCIONAIS DA PRESIDENC;DF;Brasília;70150-900;13/01/2010 14:04;22/09/2014 17:09;6426191
sri.gov.br;011.475.667/0001-67;SECRETARIA DE RELACOES INSTITUCIONAIS DA PRESIDENC;DF;Brasília;70150-900;10/05/2010 13:09;22/09/2014 17:11;6836616
coren-pe.gov.br;011.674.777/0001-58;Conselho Regional de Enfermagem de Pernambuco;PE;Recife;50070-325;09/02/2012 10:37;21/10/2015 22:58;9411912
crtr19.gov.br;011.899.162/0001-20;CONSELHO REGIONAL DE TECNICOS EM RADIOLOGIA 19;AM;Manaus;69053-520;15/06/2011 19:17;07/01/2013 12:02;8307335
creci-al.gov.br;012.475.711/0001-00;Conselho Regional de Corretores de Imoveis - AL;AL;Maceió;57051-050;03/05/2001 12:03;17/10/2014 14:09;555205
eafspb.gov.br;012.724.340/0001-44;ESCOLA AGROTECNICA FEDERAL DE SOUSA;PB;SOUSA;58808-970;08/09/2005 11:29;31/05/2011 17:37;2314476
se.gov.br;013.164.959/0001-04;EMPRESA SERGIPANA DE TECNOLOGIA DA INFORMAÇÃO;SE;Aracaju;49027-010;18/08/1997 12:00;18/02/2014 10:47;52525
creci-se.gov.br;013.171.970/0001-00;CONSELHO REGIONAL CORRETORES DE IMOVEIS 16 REGIAO;SE;Aracaju;49015-250;04/11/2015 12:17;26/11/2015 20:28;14866141
crecise.gov.br;013.171.970/0001-00;CONSELHO REGIONAL CORRETORES DE IMOVEIS 16 REGIAO;SE;Aracaju;49015-250;04/11/2015 12:22;30/11/2015 15:49;14866147
aviacao.gov.br;013.564.476/0001-05;Secretaria de Aviação Civil;DF;Brasília;70200-002;28/07/2015 10:55;28/07/2015 10:55;14431227
aviacaocivil.gov.br;013.564.476/0001-05;Secretaria de Aviação Civil;DF;Brasília;70200-002;01/06/2011 14:02;01/06/2011 14:02;8349031
ba.gov.br;013.579.586/0001-32;Cia. de Processamento de Dados do Estado da Bahia;BA;Salvador;41745-002;27/12/1995 12:00;11/09/2015 02:36;4932
prodeb.gov.br;013.579.586/0001-32;Cia. de Processamento de Dados do Estado da Bahia;BA;Salvador;41745-002;01/01/1996 12:00;01/08/2014 14:31;0
crbm5.gov.br;013.738.204/0001-76;Conselho Regional de Biomedicina 5ª Região;RS;Porto Alegre;90230-091;25/03/2013 12:18;25/03/2013 12:18;11259290
sudeco.gov.br;013.802.028/0001-94;SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO CENTRO-OEST;DF;Brasília;70040-908;29/07/2011 12:22;04/01/2016 11:45;8570053
apo.gov.br;014.039.541/0001-38;Autoridade Pública Olimpica;RJ;Rio de Janeiro;20031-204;07/10/2011 13:16;03/04/2013 19:59;8885678
crq7.gov.br;014.117.931/0001-89;Conselho Regional de Quimica Vii Região;BA;Salvador;41826-900;18/02/2011 16:47;18/02/2011 16:47;7940861
cra-amrr.gov.br;014.189.856/0001-61;CONSELHO REGIONAL DE ADMINISTRAÇÃO DO AMAZONAS;AM;Manaus;69020-170;19/07/2001 20:07;01/10/2002 15:46;601733
ahsfra.gov.br;014.372.148/0005-95;Administração da Hidrovia do São Francisco;MG;Pirapora;39270-000;29/07/2002 14:12;08/09/2010 19:59;907060
arquitetura.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;28/07/2015 10:55;28/07/2015 10:55;14444330
cauac.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;06/07/2012 12:40;29/04/2015 13:53;10045896
caual.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;06/07/2012 12:40;29/04/2015 13:53;10045914
cauam.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;06/05/2015 21:00;06/05/2015 21:00;14122546
cauap.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;06/05/2015 21:00;06/05/2015 21:00;14122581
cauba.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;26/06/2014 11:17;29/04/2015 13:54;13050742
caubr.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;06/07/2012 12:40;29/04/2015 13:54;10045983
cauce.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;06/07/2012 12:40;29/04/2015 13:56;10045990
caudf.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;06/07/2012 12:40;29/04/2015 13:56;10045995
caues.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;06/07/2012 12:40;29/04/2015 13:57;10045998
caugo.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;06/07/2012 12:40;29/04/2015 13:57;10046001
cauma.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;06/07/2012 12:40;29/04/2015 13:57;10046002
caumg.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;06/07/2012 12:40;29/04/2015 13:58;10046005
caums.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;06/07/2012 12:40;29/04/2015 13:58;10046007
caumt.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;06/07/2012 12:40;29/04/2015 13:58;10046011
caupa.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;06/07/2012 12:40;29/04/2015 13:58;10046017
caupb.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;06/07/2012 12:40;29/04/2015 13:58;10046027
caupe.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;06/07/2012 12:46;29/04/2015 13:59;10046034
caupi.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;06/07/2012 12:46;29/04/2015 13:59;10046041
caupr.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;06/07/2012 12:46;29/04/2015 13:59;10046051
caurj.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;01/08/2012 11:59;29/04/2015 13:59;10218298
caurn.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;06/07/2012 12:46;29/04/2015 13:59;10046062
cauro.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;01/08/2012 18:51;29/04/2015 13:59;10257996
caurr.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;01/08/2012 18:51;29/04/2015 14:00;10258052
caurs.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;01/08/2012 18:51;29/04/2015 14:00;10258017
causc.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;01/08/2012 18:51;29/04/2015 14:01;10258008
cause.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;01/08/2012 18:51;29/04/2015 14:01;10258002
causp.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;01/08/2012 18:51;29/04/2015 14:01;10258005
cauto.gov.br;014.702.767/0001-77;Conselho de Arquitetura e Urbanismo do Brasil;DF;Brasília;70317-900;01/08/2012 18:51;29/04/2015 14:04;10257986
ebserh.gov.br;015.126.437/0001-43;EMPRESA BRASILEIRA DE SERV HOSPITALARES - EBSERH;DF;Brasília;70308-200;23/04/2013 10:50;28/05/2014 13:33;11267250
eusoumaismedico.gov.br;015.126.437/0001-43;EMPRESA BRASILEIRA DE SERV HOSPITALARES - EBSERH;DF;Brasília;70308-200;24/09/2013 15:56;28/05/2014 13:37;11932922
eusoumaismedicos.gov.br;015.126.437/0001-43;EMPRESA BRASILEIRA DE SERV HOSPITALARES - EBSERH;DF;Brasília;70308-200;24/09/2013 15:56;28/05/2014 13:37;11933032
maismedico.gov.br;015.126.437/0001-43;EMPRESA BRASILEIRA DE SERV HOSPITALARES - EBSERH;DF;Brasília;70308-200;24/09/2013 15:56;28/05/2014 13:37;11932833
maismedicos.gov.br;015.126.437/0001-43;EMPRESA BRASILEIRA DE SERV HOSPITALARES - EBSERH;DF;Brasília;70308-200;24/09/2013 15:56;28/05/2014 13:37;11932824
soumaismedico.gov.br;015.126.437/0001-43;EMPRESA BRASILEIRA DE SERV HOSPITALARES - EBSERH;DF;Brasília;70308-200;24/09/2013 15:56;28/05/2014 13:38;11932831
soumaismedicos.gov.br;015.126.437/0001-43;EMPRESA BRASILEIRA DE SERV HOSPITALARES - EBSERH;DF;Brasília;70308-200;24/09/2013 15:56;28/05/2014 13:38;11932840
creciba.gov.br;015.245.848/0001-58;CRECI 9º Regiao/Ba;BA;Salvador;40290-000;11/03/2014 16:24;05/04/2016 17:01;12666007
ms.gov.br;015.412.257/0001-28;Governo do Estado de Mato Grosso do Sul;MS;Campo Grande;79037-108;01/01/1996 12:00;10/04/2012 22:20;0
coren-ba.gov.br;015.679.277/0001-60;Conselho Regional de Enfermagem da Bahia;BA;Salvador;40070-140;13/05/2014 01:55;11/03/2016 22:19;12865901
epl.gov.br;015.763.423/0001-30;Empresa de Planejamento e Logística S.A - EPL;DF;Brasília;70308-200;10/10/2012 13:30;05/12/2014 22:46;10453651
logisticabrasil.gov.br;015.763.423/0001-30;Empresa de Planejamento e Logística S.A - EPL;DF;Brasília;70308-200;08/05/2013 14:03;02/04/2014 17:55;11353074
logisticsbrazil.gov.br;015.763.423/0001-30;Empresa de Planejamento e Logística S.A - EPL;DF;Brasília;70308-200;08/05/2013 14:03;02/04/2014 17:55;11353072
eafcatu.gov.br;016.132.623/0001-58;Escola Agrotécnica Federal de Catu;BA;Catu;48110-000;18/02/2004 13:31;16/09/2008 17:42;1533568
crmvmg.gov.br;016.539.173/0001-12;Cons. Reg. de Medicina Veterinaria do Est. de MG;MG;Belo Horizonte;30411-131;09/01/2015 18:42;09/01/2015 18:42;13697332
mg.gov.br;016.636.540/0001-04;COMPANHIA DE TECNOLOGIA DA INFORMAÇÃO ESTADO MG;MG;Belo Horizonte;30160-012;27/07/1995 12:00;13/08/2013 15:28;0
netminas.gov.br;016.636.540/0001-04;COMPANHIA DE TECNOLOGIA DA INFORMAÇÃO ESTADO MG;MG;Belo Horizonte;30160-012;16/01/1998 12:23;04/05/2016 14:49;81512
prodemge.gov.br;016.636.540/0001-04;COMPANHIA DE TECNOLOGIA DA INFORMAÇÃO ESTADO MG;MG;Belo Horizonte;30160-012;01/01/1996 12:00;13/08/2013 15:28;0
epamigcaldas.gov.br;017.138.140/0006-38;Empresa de Pesquisa Agrop. de Minas Gerais;MG;caldas;37780-000;30/05/2000 19:38;20/02/2014 18:25;333722
casemg.gov.br;017.186.370/0001-68;Cia. de Armazéns e Silos do Estado de Minas Gerais;MG;Belo Horizonte;30140-061;17/07/2013 20:04;27/11/2015 12:18;11729523
